   AX      BX      NX      EX     EPX    Element    DX     DPX    DY     DPY      AY      BY      NY      EY     EPY     DetR     #
 2.08468 21.9655  .73261 -.03490  .00375  MOV.7    6.3E-4 8.3E-5 2.7E-4 4.2E-5  -.84124 7.33929  .68406 -.00650 -4.5E-4 -1.E-5  140
 2.04586 21.3067  .73378 -.03432  .00375  LL0.16   6.4E-4 8.3E-5 2.8E-4 4.2E-5  -.87835 7.61356  .68746 -.00658 -4.5E-4 -1.E-5  141
 1.65646 15.3830  .74787 -.02844  .00375  SPC.14   7.7E-4 8.3E-5 3.5E-4 4.2E-5  -1.2506 11.0199  .71540 -.00737 -4.5E-4 -1.E-5  142
 1.65646 15.3830  .74787 -.02844  .00375  LL0.17   7.7E-4 8.3E-5 3.5E-4 4.2E-5  -1.2506 11.0199  .71540 -.00737 -4.5E-4 -1.E-5  143
 1.26706 10.7053  .76776 -.02257  .00375  SPC.15   9.0E-4 8.3E-5 4.1E-4 4.2E-5  -1.6229 15.6175  .73486 -.00815 -4.5E-4 -1.E-5  144
 1.26706 10.7053  .76776 -.02257  .00375  LL0.18   9.0E-4 8.3E-5 4.1E-4 4.2E-5  -1.6229 15.6175  .73486 -.00815 -4.5E-4 -1.E-5  145
  .87766 7.27384  .79678 -.01670  .00375  SPC.16    .0010 8.3E-5 4.8E-4 4.2E-5  -1.9951 21.4065  .74881 -.00894 -4.5E-4 -1.E-5  146
  .87766 7.27384  .79678 -.01670  .00375  LL163     .0010 8.3E-5 4.8E-4 4.2E-5  -1.9951 21.4065  .74881 -.00894 -4.5E-4 -1.E-5  147
  .65020 5.84591  .81967 -.01327  .00375 QDR00902B.1 .0011 8.3E-5 5.2E-4 4.2E-5 -2.2126 25.3392  .75520 -.00939 -4.5E-4 -1.E-5  148
  .65013 5.84591  .81967 -.01327  .00375  SPCQ.9    .0011 8.3E-5 5.2E-4 4.2E-5  -2.2123 25.3392  .75520 -.00939 -4.5E-4 -1.E-5  149
  .65013 5.84591  .81967 -.01327  .00375 QDR00902A  .0011 8.3E-5 5.2E-4 4.2E-5  -2.2123 25.3392  .75520 -.00939 -4.5E-4 -1.E-5  150
 -.68768 5.91069  .87540 -.00832  .00195  SPCQE.9   .0015 3.1E-4 5.1E-4 -5.E-5  2.19638 25.3736  .76656 -.00869  .00115 -1.E-5  151
 -.68768 5.91069  .87540 -.00832  .00195 QDR00902B.2 .0015 3.1E-4 5.1E-4 -5.E-5 2.19638 25.3736  .76656 -.00869  .00115 -1.E-5  152
 -.68768 5.91069  .87540 -.00832  .00195  MKQCTR.9  .0015 3.1E-4 5.1E-4 -5.E-5  2.19638 25.3736  .76656 -.00869  .00115 -1.E-5  153
 -.68775 5.91069  .87540 -.00832  .00195  LL173     .0015 3.1E-4 5.1E-4 -5.E-5  2.19665 25.3736  .76656 -.00869  .00115 -1.E-5  154
 -.79107 6.52381  .88603 -.00764  .00195  ZSV00904  .0016 3.1E-4 4.9E-4 -5.E-5  2.10147 23.5916  .76925 -.00819  .00115 -1.E-5  155
 -.80116 6.58829  .88702 -.00757  .00195  MOV.8     .0016 3.1E-4 4.8E-4 -5.E-5  2.09217 23.4218  .76953 -.00814  .00115 -1.E-5  156
 -.84091 6.85020  .89080 -.00731  .00195  LL0.19    .0017 3.1E-4 4.8E-4 -5.E-5  2.05555 22.7602  .77063 -.00795  .00115 -1.E-5  157
 -1.2396 10.1790  .92148 -.00468  .00195  SPC.17    .0022 3.1E-4 3.9E-4 -5.E-5  1.68822 16.7702  .78368 -.00602  .00115 -1.E-5  158
 -1.2396 10.1790  .92148 -.00468  .00195  LL0.20    .0022 3.1E-4 3.9E-4 -5.E-5  1.68822 16.7702  .78368 -.00602  .00115 -1.E-5  159
 -1.6383 14.7839  .94230 -.00205  .00195  SPC.18    .0027 3.1E-4 3.0E-4 -5.E-5  1.32090 11.9556  .80170 -.00409  .00115 -1.E-5  160
 -1.6383 14.7839  .94230 -.00205  .00195  LL0.21    .0027 3.1E-4 3.0E-4 -5.E-5  1.32090 11.9556  .80170 -.00409  .00115 -1.E-5  161
 -2.0371 20.6646  .95689 5.79E-4  .00195  SPC.19    .0032 3.1E-4 2.1E-4 -5.E-5   .95357 8.31647  .82735 -.00216  .00115 -1.E-5  162
 -2.0371 20.6646  .95689 5.79E-4  .00195  LL180     .0032 3.1E-4 2.1E-4 -5.E-5   .95357 8.31647  .82735 -.00216  .00115 -1.E-5  163
 -2.2314 23.9942  .96246  .00186  .00195  MRK01001  .0034 3.1E-4 1.7E-4 -5.E-5   .77450 6.96858  .84368 -.00122  .00115 -1.E-5  164
 -2.2314 23.9942  .96246  .00186  .00195  MRK01002  .0034 3.1E-4 1.7E-4 -5.E-5   .77450 6.96858  .84368 -.00122  .00115 -1.E-5  165
 -2.2314 23.9942  .96246  .00186  .00195  LL187     .0034 3.1E-4 1.7E-4 -5.E-5   .77450 6.96858  .84368 -.00122  .00115 -1.E-5  166
 -2.2693 24.6774  .96346  .00211  .00195 QFR01003B.1 .0034 3.1E-4 1.6E-4 -5.E-5  .73965 6.73873  .84721 -.00104  .00115 -1.E-5  167
 -2.2694 24.6774  .96346  .00211  .00195  SPCQ.10   .0034 3.1E-4 1.6E-4 -5.E-5   .73968 6.73873  .84721 -.00104  .00115 -1.E-5  168
 -2.2694 24.6774  .96346  .00211  .00195 QFR01003A  .0034 3.1E-4 1.6E-4 -5.E-5   .73968 6.73873  .84721 -.00104  .00115 -1.E-5  169
 2.24903 24.7192  .97454  .00515  .00130  SPCQE.10  .0034 -3.E-4 7.9E-5 -4.E-5  -.73648 6.73347  .89313  .00108  .00115 -1.E-5  170
 2.24903 24.7192  .97454  .00515  .00130 QFR01003B.2 .0034 -3.E-4 7.9E-5 -4.E-5 -.73648 6.73347  .89313  .00108  .00115 -1.E-5  171
 2.24903 24.7192  .97454  .00515  .00130 MKQCTR.10  .0034 -3.E-4 7.9E-5 -4.E-5  -.73648 6.73347  .89313  .00108  .00115 -1.E-5  172
 2.24889 24.7192  .97454  .00515  .00130  LL192     .0034 -3.E-4 7.9E-5 -4.E-5  -.73644 6.73347  .89313  .00108  .00115 -1.E-5  173
 2.14798 22.9085  .97730  .00581  .00130  ZSH01005  .0033 -3.E-4 6.2E-5 -4.E-5  -.83077 7.37885  .90243  .00157  .00115 -1.E-5  174
 2.13805 22.7350  .97758  .00588  .00130  MOV.9     .0033 -3.E-4 6.1E-5 -4.E-5  -.84004 7.44652  .90330  .00162  .00115 -1.E-5  175
 2.09897 22.0592  .97871  .00613  .00130  LL0.22    .0032 -3.E-4 5.4E-5 -4.E-5  -.87658 7.72032  .90665  .00181  .00115 -1.E-5  176
 1.70688 15.9698  .99230  .00871  .00130  SPC.20    .0027 -3.E-4 -1.E-5 -4.E-5  -1.2430 11.1117  .93428  .00372  .00115 -1.E-5  177
 1.70688 15.9698  .99230  .00871  .00130  LL0.23    .0027 -3.E-4 -1.E-5 -4.E-5  -1.2430 11.1117  .93428  .00372  .00115 -1.E-5  178
 1.31480 11.1351 1.01144  .01128  .00130  LL198     .0022 -3.E-4 -8.E-5 -4.E-5  -1.6095 15.6759  .95362  .00563  .00115 -1.E-5  179
 1.25354 10.4930 1.01512  .01168  .00130  SPCA.7    .0022 -3.E-4 -9.E-5 -4.E-5  -1.6668 16.4950  .95610  .00593  .00115 -1.E-5  180
 1.25354 10.4930 1.01512  .01168  .00130 KM0001101  .0022 -3.E-4 -9.E-5 -4.E-5  -1.6668 16.4950  .95610  .00593  .00115 -1.E-5  181
 1.08200 8.85819 1.02669  .01281  .00130  LL202     .0019 -3.E-4 -1.E-4 -4.E-5  -1.8271 18.9408  .96240  .00676  .00115 -1.E-5  182
 1.04279 8.51822 1.02962  .01307  .00130 KM0101101  .0019 -3.E-4 -1.E-4 -4.E-5  -1.8638 19.5313  .96373  .00695  .00115 -1.E-5  183
  .87125 7.17839 1.04389  .01419  .00129  SPCA.8    .0017 -3.E-4 -1.E-4 -4.E-5  -2.0241 22.2529  .96907  .00779  .00115 -1.E-5  184
  .87125 7.17839 1.04389  .01419  .00129  LL204     .0017 -3.E-4 -1.E-4 -4.E-5  -2.0241 22.2529  .96907  .00779  .00115 -1.E-5  185
  .64677 5.78780 1.06658  .01567  .00129 QDT01102B.1 .0014 -3.E-4 -2.E-4 -4.E-5 -2.2339 26.1536  .97512  .00888  .00115 -1.E-5  186
  .64683 5.78780 1.06658  .01567  .00129  SPCQ.11   .0014 -3.E-4 -2.E-4 -4.E-5  -2.2342 26.1536  .97512  .00888  .00115 -1.E-5  187
  .64683 5.78780 1.06658  .01567  .00129 QDT01102A  .0014 -3.E-4 -2.E-4 -4.E-5  -2.2342 26.1536  .97512  .00888  .00115 -1.E-5  188
 -.54252 5.60390 1.12429  .02102  .00395  SPCQE.11 9.5E-4 -1.E-4 -2.E-4 6.8E-7  1.72804 27.2343  .98609  .00980 -2.6E-4 -1.E-5  189
 -.54252 5.60390 1.12429  .02102  .00395 QDT01102B.2 9.5E-4 -1.E-4 -2.E-4 6.8E-7 1.72804 27.2343 .98609  .00980 -2.6E-4 -1.E-5  190
 -.54252 5.60390 1.12429  .02102  .00395 MKQCTR.11 9.5E-4 -1.E-4 -2.E-4 6.8E-7  1.72804 27.2343  .98609  .00980 -2.6E-4 -1.E-5  191
 -.54247 5.60390 1.12429  .02102  .00395  LL210    9.5E-4 -1.E-4 -2.E-4 6.8E-7  1.72779 27.2343  .98609  .00980 -2.6E-4 -1.E-5  192
 -.63625 6.08252 1.13537  .02269  .00395  ZSV01105 8.9E-4 -1.E-4 -2.E-4 6.8E-7  1.66837 25.8553  .98852  .00969 -2.6E-4 -1.E-5  193
 -.64560 6.13443 1.13642  .02285  .00395  MOV.10   8.8E-4 -1.E-4 -2.E-4 6.8E-7  1.66244 25.7204  .98877  .00968 -2.6E-4 -1.E-5  194
 -.68244 6.34626 1.14049  .02351  .00395  LL215    8.6E-4 -1.E-4 -2.E-4 6.8E-7  1.63910 25.1938  .98977  .00964 -2.6E-4 -1.E-5  195
 -.79515 7.06732 1.15210  .02550  .00395 KM0201201 7.9E-4 -1.E-4 -2.E-4 6.8E-7  1.56769 23.6289  .99295  .00951 -2.6E-4 -1.E-5  196
 -.95682 8.29370 1.16667  .02837  .00395  LL219    6.8E-4 -1.E-4 -2.E-4 6.8E-7  1.46526 21.5058  .99790  .00933 -2.6E-4 -1.E-5  197
 -.99193 8.58991 1.16954  .02899  .00395  SPCA.9   6.6E-4 -1.E-4 -2.E-4 6.8E-7  1.44302 21.0637  .99903  .00929 -2.6E-4 -1.E-5  198
   AX      BX      NX      EX     EPX    Element    DX     DPX    DY     DPY      AY      BY      NY      EY     EPY     DetR     #
 -.99193 8.58991 1.16954  .02899  .00395 KM0301201 6.6E-4 -1.E-4 -2.E-4 6.8E-7  1.44302 21.0637  .99903  .00929 -2.6E-4 -1.E-5  199
 -1.1767 10.3248 1.18308  .03227  .00395  LL0.24   5.4E-4 -1.E-4 -2.E-4 6.8E-7  1.32595 18.8486 1.00543  .00908 -2.6E-4 -1.E-5  200
 -1.5462 14.6815 1.20382  .03882  .00395  SPC.21   3.0E-4 -1.E-4 -2.E-4 6.8E-7  1.09182 14.9801 1.02060  .00866 -2.6E-4 -1.E-5  201
 -1.5462 14.6815 1.20382  .03882  .00395  LL221    3.0E-4 -1.E-4 -2.E-4 6.8E-7  1.09182 14.9801 1.02060  .00866 -2.6E-4 -1.E-5  202
 -1.8919 19.8285 1.21780  .04495  .00395 MS0101201 7.9E-5 -1.E-4 -2.E-4 6.8E-7   .87276 12.0391 1.03838  .00827 -2.6E-4 -1.E-5  203
 -2.0596 22.6973 1.22325  .04793  .00395  SPCA.10  -3.E-5 -1.E-4 -2.E-4 6.8E-7   .76653 10.8490 1.04850  .00808 -2.6E-4 -1.E-5  204
 -2.0596 22.6973 1.22325  .04793  .00395  LL223    -3.E-5 -1.E-4 -2.E-4 6.8E-7   .76653 10.8490 1.04850  .00808 -2.6E-4 -1.E-5  205
 -2.1602 24.5347 1.22618  .04971  .00395 MS0201201 -9.E-5 -1.E-4 -2.E-4 6.8E-7   .70281 10.2093 1.05508  .00796 -2.6E-4 -1.E-5  206
 -2.3682 28.6134 1.23159  .05340  .00395  LL225    -2.E-4 -1.E-4 -2.E-4 6.8E-7   .57101 9.06198 1.07001  .00773 -2.6E-4 -1.E-5  207
 -2.3922 29.1085 1.23217  .05382  .00395 MS0301201 -2.E-4 -1.E-4 -2.E-4 6.8E-7   .55579 8.94479 1.07185  .00770 -2.6E-4 -1.E-5  208
 -2.5962 33.5133 1.23667  .05744  .00395  SPCA.11  -4.E-4 -1.E-4 -2.E-4 6.8E-7   .42658 8.07735 1.08841  .00747 -2.6E-4 -1.E-5  209
 -2.5962 33.5133 1.23667  .05744  .00395  LL227    -4.E-4 -1.E-4 -2.E-4 6.8E-7   .42658 8.07735 1.08841  .00747 -2.6E-4 -1.E-5  210
 -2.7251 36.4853 1.23921  .05973  .00395  MRKDMPEX -5.E-4 -1.E-4 -2.E-4 6.8E-7   .34486 7.64650 1.09973  .00732 -2.6E-4 -1.E-5  211
 -2.7251 36.4853 1.23921  .05973  .00395 QFP01202B.1 -5.E-4 -1.E-4 -2.E-4 6.8E-7 .34486 7.64650 1.09973  .00732 -2.6E-4 -1.E-5  212
 -2.7253 36.4853 1.23921  .05973  .00395  SPCQ.12  -5.E-4 -1.E-4 -2.E-4 6.8E-7   .34488 7.64650 1.09973  .00732 -2.6E-4 -1.E-5  213
 -2.7253 36.4853 1.23921  .05973  .00395 QFP01202A -5.E-4 -1.E-4 -2.E-4 6.8E-7   .34488 7.64650 1.09973  .00732 -2.6E-4 -1.E-5  214
  .03488 39.0500 1.24309  .06142 -6.0E-4  SPCQE.12 -6.E-4 -1.E-4 -2.E-4 -1.E-5  -.34582 7.64736 1.11937  .00734 2.83E-4 -1.E-5  215
  .03488 39.0500 1.24309  .06142 -6.0E-4 QFP01202B.2 -6.E-4 -1.E-4 -2.E-4 -1.E-5 -.34582 7.64736 1.11937 .00734 2.83E-4 -1.E-5  216
  .03488 39.0500 1.24309  .06142 -6.0E-4 MKQCTR.12 -6.E-4 -1.E-4 -2.E-4 -1.E-5  -.34582 7.64736 1.11937  .00734 2.83E-4 -1.E-5  217
  .03474 39.0500 1.24309  .06142 -6.0E-4  LL234    -6.E-4 -1.E-4 -2.E-4 -1.E-5  -.34579 7.64736 1.11937  .00734 2.83E-4 -1.E-5  218
  .02564 39.0286 1.24454  .06125 -6.0E-4  ZSH01306 -6.E-4 -1.E-4 -2.E-4 -1.E-5  -.39771 7.91100 1.12663  .00744 2.83E-4 -1.E-5  219
  .02461 39.0265 1.24470  .06123 -6.0E-4  MOV.11   -6.E-4 -1.E-4 -2.E-4 -1.E-5  -.40364 7.94346 1.12744  .00746 2.83E-4 -1.E-5  220
  .02052 39.0193 1.24535  .06115 -6.0E-4  LL0.25   -6.E-4 -1.E-4 -2.E-4 -1.E-5  -.42699 8.07594 1.13061  .00750 2.83E-4 -1.E-5  221
 -.02051 39.0193 1.25188  .06038 -6.0E-4  SPC.22   -8.E-4 -1.E-4 -3.E-4 -1.E-5  -.66123 9.81709 1.15937  .00798 2.83E-4 -1.E-5  222
 -.02051 39.0193 1.25188  .06038 -6.0E-4  LL241    -8.E-4 -1.E-4 -3.E-4 -1.E-5  -.66123 9.81709 1.15937  .00798 2.83E-4 -1.E-5  223
 -.04267 39.0740 1.25541  .05996 -6.0E-4 QFT01302B.1 -9.E-4 -1.E-4 -3.E-4 -1.E-5 -.78781 11.0699 1.17258 .00824 2.83E-4 -1.E-5  224
 -.04226 39.0740 1.25541  .05996 -6.0E-4  SPCQ.13  -9.E-4 -1.E-4 -3.E-4 -1.E-5  -.78792 11.0699 1.17258  .00824 2.83E-4 -1.E-5  225
 -.04226 39.0740 1.25541  .05996 -6.0E-4 QFT01302A -9.E-4 -1.E-4 -3.E-4 -1.E-5  -.78792 11.0699 1.17258  .00824 2.83E-4 -1.E-5  226
 4.65679 31.4559 1.26211  .05283 -.00863  SPCQE.13 -.0010 3.1E-5 -3.E-4 -6.E-5  -3.1871 16.7528 1.19116  .00964  .00151 -1.E-5  227
 4.65679 31.4559 1.26211  .05283 -.00863 QFT01302B.2 -.0010 3.1E-5 -3.E-4 -6.E-5 -3.1871 16.7528 1.19116 .00964  .00151 -1.E-5  228
 4.65679 31.4559 1.26211  .05283 -.00863 MKQCTR.13 -.0010 3.1E-5 -3.E-4 -6.E-5  -3.1871 16.7528 1.19116  .00964  .00151 -1.E-5  229
 4.65712 31.4559 1.26211  .05283 -.00863  LL251    -.0010 3.1E-5 -3.E-4 -6.E-5  -3.1873 16.7528 1.19116  .00964  .00151 -1.E-5  230
 4.00464 23.6205 1.26740  .04500 -.00863  ZSV01406 -.0010 3.1E-5 -4.E-4 -6.E-5  -3.7898 23.0643 1.19848  .01106  .00151 -1.E-5  231
 3.97543 23.2973 1.26767  .04465 -.00863  MOV.12   -.0010 3.1E-5 -4.E-4 -6.E-5  -3.8168 23.3724 1.19876  .01113  .00151 -1.E-5  232
 3.86039 22.0475 1.26879  .04327 -.00863  LL258    -.0010 3.1E-5 -4.E-4 -6.E-5  -3.9230 24.6069 1.19982  .01138  .00151 -1.E-5  233
 3.66459 20.0048 1.27085  .04091 -.00863 QDS01402B.1 -9.E-4 3.1E-5 -4.E-4 -6.E-5 -4.1038 26.7858 1.20150 .01180  .00151 -1.E-5  234
 3.66461 20.0048 1.27085  .04091 -.00863  SPCQ.14  -9.E-4 3.1E-5 -4.E-4 -6.E-5  -4.1039 26.7858 1.20150  .01180  .00151 -1.E-5  235
 3.66461 20.0048 1.27085  .04091 -.00863 QDS01402A -9.E-4 3.1E-5 -4.E-4 -6.E-5  -4.1039 26.7858 1.20150  .01180  .00151 -1.E-5  236
  .33614 13.7544 1.28819  .03177 -.00240  SPCQE.14 -.0010 -1.E-4 -4.E-4 1.1E-5  1.02171 32.6863 1.21029  .01257 -6.9E-4 -1.E-5  237
  .33614 13.7544 1.28819  .03177 -.00240 QDS01402B.2 -.0010 -1.E-4 -4.E-4 1.1E-5 1.02171 32.6863 1.21029 .01257 -6.9E-4 -1.E-5  238
  .33614 13.7544 1.28819  .03177 -.00240 MKQCTR.14 -.0010 -1.E-4 -4.E-4 1.1E-5  1.02171 32.6863 1.21029  .01257 -6.9E-4 -1.E-5  239
  .33616 13.7544 1.28819  .03177 -.00240  LL0.26   -.0010 -1.E-4 -4.E-4 1.1E-5  1.02168 32.6863 1.21029  .01257 -6.9E-4 -1.E-5  240
  .20669 12.8859 1.30737  .02815 -.00240  SPC.23   -.0012 -1.E-4 -4.E-4 1.1E-5   .92163 29.5770 1.21848  .01145 -6.9E-4 -1.E-5  241
  .20669 12.8859 1.30737  .02815 -.00240  LL0.27   -.0012 -1.E-4 -4.E-4 1.1E-5   .92163 29.5770 1.21848  .01145 -6.9E-4 -1.E-5  242
  .07722 12.4316 1.32754  .02453 -.00240  SPC.24   -.0015 -1.E-4 -4.E-4 1.1E-5   .82159 26.7879 1.22753  .01034 -6.9E-4 -1.E-5  243
  .07722 12.4316 1.32754  .02453 -.00240  LL0.28   -.0015 -1.E-4 -4.E-4 1.1E-5   .82159 26.7879 1.22753  .01034 -6.9E-4 -1.E-5  244
 -.05225 12.3917 1.34811  .02091 -.00240  SPC.25   -.0017 -1.E-4 -4.E-4 1.1E-5   .72154 24.3189 1.23752  .00922 -6.9E-4 -1.E-5  245
 -.05225 12.3917 1.34811  .02091 -.00240  LL0.29   -.0017 -1.E-4 -4.E-4 1.1E-5   .72154 24.3189 1.23752  .00922 -6.9E-4 -1.E-5  246
 -.18173 12.7661 1.36841  .01729 -.00240  SPC.26   -.0019 -1.E-4 -4.E-4 1.1E-5   .62150 22.1700 1.24849  .00810 -6.9E-4 -1.E-5  247
 -.18173 12.7661 1.36841  .01729 -.00240  LL0.30   -.0019 -1.E-4 -4.E-4 1.1E-5   .62150 22.1700 1.24849  .00810 -6.9E-4 -1.E-5  248
 -.31120 13.5548 1.38782  .01366 -.00240  SPC.27   -.0021 -1.E-4 -4.E-4 1.1E-5   .52145 20.3413 1.26050  .00699 -6.9E-4 -1.E-5  249
 -.31120 13.5548 1.38782  .01366 -.00240  LL268    -.0021 -1.E-4 -4.E-4 1.1E-5   .52145 20.3413 1.26050  .00699 -6.9E-4 -1.E-5  250
 -.42622 14.6029 1.40393  .01045 -.00240  ZSH01507 -.0023 -1.E-4 -3.E-4 1.1E-5   .43257 18.9852 1.27202  .00600 -6.9E-4 -1.E-5  251
 -.42950 14.6376 1.40437  .01036 -.00240  MOV.13   -.0023 -1.E-4 -3.E-4 1.1E-5   .43004 18.9503 1.27236  .00597 -6.9E-4 -1.E-5  252
 -.44240 14.7767 1.40610  .01000 -.00240  LL275    -.0023 -1.E-4 -3.E-4 1.1E-5   .42007 18.8147 1.27370  .00586 -6.9E-4 -1.E-5  253
 -.46408 15.0195 1.40896  .00939 -.00240 QFS01502B.1 -.0024 -1.E-4 -3.E-4 1.1E-5 .40332 18.5941 1.27598  .00567 -6.9E-4 -1.E-5  254
 -.46472 15.0195 1.40896  .00939 -.00240  SPCQ.15  -.0024 -1.E-4 -3.E-4 1.1E-5   .40412 18.5941 1.27598  .00567 -6.9E-4 -1.E-5  255
 -.46472 15.0195 1.40896  .00939 -.00240 QFS01502A -.0024 -1.E-4 -3.E-4 1.1E-5   .40412 18.5941 1.27598  .00567 -6.9E-4 -1.E-5  256
 1.25621 13.9092 1.42317  .00552 -.00334  SPCQE.15 -.0023 1.6E-4 -3.E-4 -3.E-5  -2.1284 20.7590 1.28701  .00522 -1.8E-5 -1.E-5  257
 1.25621 13.9092 1.42317  .00552 -.00334 QFS01502B.2 -.0023 1.6E-4 -3.E-4 -3.E-5 -2.1284 20.7590 1.28701 .00522 -1.8E-5 -1.E-5  258
 1.25621 13.9092 1.42317  .00552 -.00334 MKQCTR.15 -.0023 1.6E-4 -3.E-4 -3.E-5  -2.1284 20.7590 1.28701  .00522 -1.8E-5 -1.E-5  259
 1.25561 13.9092 1.42317  .00552 -.00334  LL0.31   -.0023 1.6E-4 -3.E-4 -3.E-5  -2.1275 20.7590 1.28701  .00522 -1.9E-5 -1.E-5  260
  .95922 10.3654 1.44444 -7.9E-5 -.00334  LL285    -.0021 1.6E-4 -4.E-4 -3.E-5  -2.5535 28.2488 1.29753  .00523 -1.9E-5 -1.E-5  261
  .94295 10.1983 1.44580 -3.9E-4 -.00334  ZSV01607 -.0021 1.6E-4 -4.E-4 -3.E-5  -2.5769 28.6995 1.29803  .00523 -1.9E-5 -1.E-5  262
  .93545 10.1223 1.44643 -5.3E-4 -.00334  MOV.14   -.0021 1.6E-4 -4.E-4 -3.E-5  -2.5876 28.9086 1.29825  .00523 -1.9E-5 -1.E-5  263
  .90590 9.82861 1.44898 -.00109 -.00334  LL292    -.0021 1.6E-4 -4.E-4 -3.E-5  -2.6301 29.7409 1.29911  .00523 -1.9E-5 -1.E-5  264
   AX      BX      NX      EX     EPX    Element    DX     DPX    DY     DPY      AY      BY      NY      EY     EPY     DetR     #
  .85516 9.34626 1.45353 -.00204 -.00334 QDX01601B.1 -.0020 1.6E-4 -4.E-4 -3.E-5 -2.7030 31.2016 1.30055 .00523 -1.9E-5 -1.E-5  265
  .85543 9.34626 1.45353 -.00204 -.00334  SPCQ.16  -.0020 1.6E-4 -4.E-4 -3.E-5  -2.7039 31.2016 1.30055  .00523 -1.8E-5 -1.E-5  266
  .85543 9.34626 1.45353 -.00204 -.00334 QDX01601A -.0020 1.6E-4 -4.E-4 -3.E-5  -2.7039 31.2016 1.30055  .00523 -1.8E-5 -1.E-5  267
 -.88381 9.39064 1.48421 -.00833 -.00421  SPCQE.16 -.0020 -2.E-4 -4.E-4 3.1E-5  2.65092 31.3024 1.30886  .00446 -8.6E-4 -1.E-5  268
 -.88381 9.39064 1.48421 -.00833 -.00421 QDX01601B.2 -.0020 -2.E-4 -4.E-4 3.1E-5 2.65092 31.3024 1.30886 .00446 -8.6E-4 -1.E-5  269
 -.88381 9.39064 1.48421 -.00833 -.00421 MKQCTR.16 -.0020 -2.E-4 -4.E-4 3.1E-5  2.65092 31.3024 1.30886  .00446 -8.6E-4 -1.E-5  270
 -.88355 9.39064 1.48421 -.00833 -.00421  LL302    -.0020 -2.E-4 -4.E-4 3.1E-5  2.65004 31.3024 1.30886  .00446 -8.6E-4 -1.E-5  271
 -.91273 9.66709 1.48678 -.00895 -.00421  MRK01701 -.0021 -2.E-4 -4.E-4 3.1E-5  2.61060 30.4927 1.30965  .00432 -8.6E-4 -1.E-5  272
 -.91273 9.66709 1.48678 -.00895 -.00421  MRK01702 -.0021 -2.E-4 -4.E-4 3.1E-5  2.61060 30.4927 1.30965  .00432 -8.6E-4 -1.E-5  273
 -.91273 9.66709 1.48678 -.00895 -.00421  LL305    -.0021 -2.E-4 -4.E-4 3.1E-5  2.61060 30.4927 1.30965  .00432 -8.6E-4 -1.E-5  274
 -1.0158 10.7162 1.49529 -.01114 -.00421 BMN01701B.1 -.0022 -2.E-4 -4.E-4 3.1E-5 2.47117 27.7283 1.31263 .00384 -8.6E-4 -1.E-5  275
 -1.0176 10.7162 1.49529 -.01114 -.00421  SPCB.1   -.0022 -2.E-4 -4.E-4 3.1E-5  2.47571 27.7283 1.31263  .00384 -8.6E-4 -1.E-5  276
 -1.0176 10.7162 1.49529 -.01114 -.00421 BMN01701A.1 -.0022 -2.E-4 -4.E-4 3.1E-5 2.47571 27.7283 1.31263 .00384 -8.6E-4 -1.E-5  277
 -1.3965 15.5790 1.52020  .00276  .01761  SPCB.2   -.0026 -2.E-4 -3.E-4 3.2E-5  1.95791 18.7994 1.32669  .00171 -9.0E-4 -1.E-5  278
 -1.3965 15.5790 1.52020  .00276  .01761 BMN01701A.2 -.0026 -2.E-4 -3.E-4 3.2E-5 1.95791 18.7994 1.32669 .00171 -9.0E-4 -1.E-5  279
 -1.7728 21.9628 1.53756  .06058  .03942  SPCB.3   -.0030 -2.E-4 -3.E-4 3.2E-5  1.44012 11.9561 1.34813 -7.7E-4 -9.4E-4 -1.E-5  280
 -1.7728 21.9628 1.53756  .06058  .03942 BMN01701A.3 -.0030 -2.E-4 -3.E-4 3.2E-5 1.44012 11.9561 1.34813 -7.7E-4 -9.4E-4 -1.E-5 281
 -2.1457 29.8557 1.55009  .16231  .06121  SPCBE.1  -.0033 -2.E-4 -2.E-4 3.2E-5   .92234 7.19837 1.38296 -.00354 -9.7E-4 -1.E-5  282
 -2.1457 29.8557 1.55009  .16231  .06121 BMN01701B.2 -.0033 -2.E-4 -2.E-4 3.2E-5 .92234 7.19837 1.38296 -.00354 -9.7E-4 -1.E-5  283
 -2.1505 29.8557 1.55009  .16231  .06124  LL313    -.0033 -2.E-4 -2.E-4 3.2E-5   .92348 7.19837 1.38296 -.00354 -9.7E-4 -1.E-5  284
 -2.2209 31.4906 1.55203  .18529  .06124  ZSH01708 -.0034 -2.E-4 -2.E-4 3.2E-5   .82722 6.54361 1.39164 -.00391 -9.7E-4 -1.E-5  285
 -2.2286 31.6708 1.55224  .18778  .06124  MOV.15   -.0034 -2.E-4 -2.E-4 3.2E-5   .81679 6.47703 1.39263 -.00395 -9.7E-4 -1.E-5  286
 -2.2586 32.3865 1.55303  .19758  .06124  LL320    -.0035 -2.E-4 -2.E-4 3.2E-5   .77574 6.22302 1.39662 -.00411 -9.7E-4 -1.E-5  287
 -2.3101 33.6363 1.55435  .21439  .06124 QFN01701B.1 -.0035 -2.E-4 -2.E-4 3.2E-5 .70533 5.81788 1.40386 -.00439 -9.7E-4 -1.E-5  288
